name	vaccine_id	vaccine_proper_name	trade_name
M. tuberculosis DNA vaccine (containing the ESAT-6, MPT-64, MPT-83, and KatG constructs)	VO_0004363		
M. tuberculosis DNA vaccine DNAAg85A encoding a single immunogenic M.tb Ag	VO_0004364		
Herpes simplex virus DNA vaccine gD-2 encoding gD	VO_0004365		
Herpes simplex virus DNA vaccine Delta-gB-2 encoding gB	VO_0004366		
Herpes simplex virus DNA vaccine ICP-27 DNA encoding ICP-27	VO_0004367		
Herpes simplex virus DNA vaccine gB-DNA encoding gB	VO_0004368		
Herpes simplex virus DNA vaccine gBDNA encoding gB	VO_0004369		
Herpes simplex virus DNA vaccine encoding gD and gB from HSV-2 strain Curtis	VO_0004370		
Rabies virus DNA vaccine pCMV-intA-rabies encoding glycoprotein G	VO_0004371		
Rabies virus DNA vaccine encoding the ERA glycoprotein	VO_0004372		
Leishmania major DNA vaccine KMP-11	VO_0004373		
T. cruzi DNA vaccine encoding TSA-1, ASP-1, ASP-2	VO_0004374		
T. cruzi DNA vaccine encoding ASP-2	VO_0004375		
T. cruzi DNA vaccine pUB-ASP-2	VO_0004376		
T. cruzi DNA vaccine pTS encoding T. cruzi antigens	VO_0004377		
Lassa fever virus recombinant vector vaccine V-LSG encoding the glycoprotein	VO_0004378		
Lassa fever virus recombinant vector vaccine V-LSG/N encoding the glycoprotein and the nucleoprotein	VO_0004379		
Lassa fever virus recombinant vector vaccine YFV17D/LASV-GPC encoding the glycoprotein precursor	VO_0004380		
Ebola virus recombinant vector vaccine pVSVXN2-Delta-G/ZEBOVsGP encoding GP	VO_0004381		
Ebola virus recombinant adenovirus vaccine AdC7-ZGP encoding GP	VO_0004382		
Ebola virus recombinant vector vaccine Ad-CMVZGP encoding the glycoprotein	VO_0004383		
Ebola virus recombinant vector vaccine Ad-CAGoptZGP encoding the envelope glycoprotein	VO_0004384		
Ebola virus DNA vaccine DNA/rAd5 encoding ZEBOV and SEBOV antigens	VO_0004385		
B. anthracis DNA vaccine PA	VO_0004386		
Marburg virus DNA vaccine MARV GP encoding GP	VO_0004387		
Marburg virus recombinant vector vaccine CAdVax-Panfilo	VO_0004388		
Marburg virus DNA prime/boost vaccine DNA/rAd5-GP encoding GP from strain Angola	VO_0004389		
Marburg virus DNA vaccine DNA-GP encoding GP	VO_0004390		
Marburg virus recombinant vector vaccine MBGV GP	VO_0004391		
B. abortus DNA vaccine pcDNA3.1-p39-L7/L12 encoding p39-L7/L12 fusion protein	VO_0004392		
B. abortus DNA vaccine pcDNA3-SOD encoding Cu-Zn SOD	VO_0004393		
B. melitensis DNA vaccine pCI-Omp31	VO_0004394		
B. melitensis DNA vaccine pCIBLSOmp31 encoding BLSOmp31 (fusion protein)	VO_0004395		
B. melitensis DNA vaccine p-Omp25	VO_0004396		
B. melitensis DNA vaccine p-ialB	VO_0004397		
Lymphoma DNA vaccine V-Alpha-V-Beta-V-Beta-FrC	VO_0004398		
P. falciparum recombinant vector vaccine MVA.ME-TRAP	VO_0004399		
Glypican-3-derived peptide vaccine for human hepatocellular carcinoma	VO_0004400		
EAE DNA vaccine pZZ/MBP68-85 encoding MBP	VO_0004401		
EAU DNA vaccine IRBP-DNA encoding IRBP	VO_0004402		
Autoimmune diabetes DNA vaccine pND2-SGAD55	VO_0004403		
Autoimmune diabetes DNA vaccine pCMV-1/rGAD65 encoding GAD	VO_0004404		
Autoimmune diabetes DNA vaccine pND2-GAD65-BAX encoding GAD and BAX	VO_0004405		
Insulin-dependent diabetes mellitus DNA vaccine JwGAD65 + IL-4	VO_0004406		
Adjuvant arthritis DNA vaccine pCMV3.65 encoding HSP65	VO_0004407		
Pristane-induced arthritis DNA vaccine DNA-hsp65 encoding Mycobacterium leprae 65-kDa heat shock protein	VO_0004408		
Adjuvant arthritis DNA vaccine CII encoding type II collagen	VO_0004409		
Adjuvant arthritis DNA vaccine pcDNA-CCOL2A1 encoding type II collagen	VO_0004410		
Herpes simplex virus DNA vaccine pSIN-gB encoding gB	VO_0004411		
Herpes simplex virus DNA vaccine pCI-gB encoding gB	VO_0004412		
B. burgdorferi DNA vaccine pCMV-ZS7/TPA encoding OspC from Borrelia burgdorferi sensu lato	VO_0004413		
C. tetani DNA vaccine pcDNA3tetC encoding fragment C	VO_0004414		
West Nile virus DNA vaccine pCBWN encoding prM and E	VO_0004415		
B. anthracis DNA vaccine pDNA encoding PA	VO_0004416		
B. anthracis DNA vaccine LF pDNA encoding LF	VO_0004417		
E. acervulina DNA vaccine 3-1E	VO_0004418		
H. rhabdovirus DNA vaccine pHRV-G encoding HIRRV and VHSV G proteins	VO_0004419		
IHNV DNA vaccine pCDNA-G encoding G	VO_0004420		
VEE virus DNA vaccine VEEV IA/B parent encoding structural genes	VO_0004421		
VEE virus recombinant vector vaccine RAd/VEEV	VO_0004422		
VEE virus recombinant vector vaccine RAd/VEEV#2	VO_0004423		
VEE virus recombinant vector vaccine RAd/VEEV#3 encoding TC-83	VO_0004424		
Cancer DNA vaccine p.DOM-AH1 encoding fragment C	VO_0004425		
Carcinoma DNA vaccine pVAX/E2A	VO_0004426		
B-cell lymphoma DNA vaccine VCL-1642.XXX encoding a chimeric immunoglobulin molecule onsisting of tumor-specific variable (Id) regions	VO_0004427		
Colorectal cancer DNA vaccine pCEA/HBsAg encoding carcinoembryonic antigen and hepatitis B surface antigen	VO_0004428		
B16 melanoma DNA vaccine pSin-hTRP-1 encoding TRP-1	VO_0004429		
B16 melanoma DNA vaccine pCMV-hTRP-1 encoding TRP-1	VO_0004430		
Melanoma DNA vaccine TA2M encoding tyrosinase peptides	VO_0004431		
Melanoma DNA vaccine VR-S8/VR-IL2/AD-S8 encoding survivin	VO_0004432		
Melanoma DNA vaccine pCR3.1-VS-HSP65-TP-GRP6-M2 encoding 6 tandem repeats of GRP	VO_0004433		
Melanoma DNA vaccine pNL3-MAGE-1-GM	VO_0004434		
Melanoma DNA vaccine pN4a-MAGE-1-GM	VO_0004435		
Melanoma DNA vaccine SINCp c-muMUC18 encoding MCAM/MUC18	VO_0004436		
Lung metastasis DNA vaccine pCEP4-MUC1 encoding MUC1	VO_0004437		
Melanoma DNA vaccine hugp100 encoding gp100	VO_0004438		
Melanoma DNA vaccine VR1012/mPmel17	VO_0004439		
Melanoma DNA vaccine gp75 DNA encoding melanosomal membrane glycoproteins, gp75	VO_0004440		
Melanoma recombinant vector vaccine rVVmTRP-1 encoding TRP-1	VO_0004441		
Melanoma DNA vaccine hTRP2 encoding TRP-2	VO_0004442		
Melanoma DNA vaccine pUB-TRP-2 encoding a fusion protein linking murine ubiquitin (UB) to the N-terminus of the full-length mTRP-2	VO_0004443		
Neuroblastoma DNA vaccine HuDsec	VO_0004444		
Prostate cancer DNA vaccine pcDNA3-STEAP encoding six-transmembrane epithelial antigen	VO_0004445		
Prostate cancer DNA vaccine hPSMAt encoding PSMA	VO_0004446		
Prostate cancer DNA vaccine rPSMAt encoding PSMA	VO_0004447		
Prostate cancer DNA vaccine pVax-PSA	VO_0004448		
Prostate cancer DNA vaccine psig-3P-Fc encoding 3P(hPSM, hPAP, or hPSA)-Fc fusion protein	VO_0004449		
Prostate cancer DNA vaccine PSCA-HSP encoding PSCA and HSP	VO_0004450		
Prostate cancer DNA vaccine encoding PSCA	VO_0004451		
Prostate cancer DNA vaccine pmPSCA encoding PSCA	VO_0004452		
T. gondii DNA vaccine pMIC3i encoding the complete MIC3-ORF (RH(ERP) strain)	VO_0004453		
T. gondii DNA vaccine pVR1020-GRA1	VO_0004454		
T. gondii DNA vaccine T.g.HSP70	VO_0004455		
Chinese S. japonicum DNA vaccine pCMV-Sjc97 encoding paramyosin	VO_0004456		
Chinese S. japonicum DNA vaccine pVAX/SjFABP encoding FABP	VO_0004457		
Chinese S. japonicum DNA vaccine SjCTPI	VO_0004458		
Chinese S. japonicum DNA vaccine SjCTPI-Hsp70	VO_0004459		
Chinese S. japonicum DNA vaccine pVIVO2-IL12-Sj23 encoding Sj23 and IL-12	VO_0004460		
S. mansoni DNA vaccine Sm23-pcDNA encoding Sm23	VO_0004461		
S. mansoni DNA vaccine pcDNA/CTSOD encoding SOD	VO_0004462		
S. mansoni DNA vaccine pcDNA/GPXbb encoding glutathione-S-peroxidase, GPX	VO_0004463		
S. mansoni DNA vaccine Sm-p80-pcDNA3 encoding the large subunit of S. mansoni calpain	VO_0004464		
Melanoma DNA vaccine xenogeneic DNA encoding murine tyrosinase	VO_0004465		
Dengue virus DNA vaccine sA encoding prM and E from Dengue Virus 4	VO_0004466		
Dengue virus DNA vaccine sB encoding E	VO_0004467		
Dengue virus DNA vaccine sC encoding prM and E	VO_0004468		
Dengue virus DNA vaccine sABC encoding prM and E	VO_0004469		
Dengue virus DNA vaccine D1ME encoding prM and E	VO_0004470		
Dengue virus DNA vaccine pE1D2 encoding E from Dengue Virus 2 strain New Guinea C	VO_0004471		
Dengue virus DNA vaccine pcTPANS1 encoding NS1 fused to the tissue plasminogen activator signal sequence	VO_0004472		
Dengue virus DNA vaccine 1040D2MEL encoding dengue-2 prM-E-LAMP chimeric protein	VO_0004473		
Dengue virus DNA vaccine p1012D2ME encoding prM and E from DEN 2 New Guinea C strain	VO_0004474		
Human papillomavirus DNA vaccine hCRTE6E7L2 DNA encoding CRT linked to E6, E7 and L2	VO_0004475		
B. anthracis DNA vaccine pTPA-PA63	VO_0004476		
B. anthracis DNA vaccine pLAMP1-PA63	VO_0004477		
B. anthracis DNA vaccine pTPA-P	VO_0004478		
B. anthracis DNA vaccine pIMS-120 encoding PA	VO_0004479		
B. anthracis DNA vaccine pCPA	VO_0004480		
B. anthracis DNA vaccine PA83 furin	VO_0004481		
Vaccinia virus DNA vaccine A33R from strain IHD-J	VO_0004482		
Vaccinia virus DNA vaccine B5R	VO_0004483		
Vaccinia virus DNA vaccine pWRG/L1R	VO_0004484		
Vaccinia virus DNA vaccine 4pox	VO_0004485		
Vaccinia virus DNA vaccine wtD8L	VO_0004486		
Vaccinia virus DNA vaccine tPA-D8L	VO_0004487		
VEE virus DNA vaccine encoding 26S	VO_0004488		
WEE virus DNA vaccine pVHX-6 encoding 26S	VO_0004489		
VEE virus DNA vaccine pSTU-TRDF encoding VEEV E3-E2-6K	VO_0004490		
Sindbis virus DNA vaccine encoding E2	VO_0004491		
FeLV DNA vaccine gag/pol and env	VO_0004492		
IPNV DNA vaccine pEGFP-N1-SegA and pEGFP-N1-VP2	VO_0004493		
VHSV DNA vaccine pVHS-G encoding glycoproteins	VO_0004494		
IHNV DNA vaccine pIHN-G encoding glycoproteins	VO_0004495		
M. marinum pCMV-85A	VO_0004496		
Avian influenza virus DNA vaccine pH5HA	VO_0004497		
Avian influenza virus DNA vaccine pN1NA encoding N1 neuraminidase	VO_0004498		
Avian influenza virus DNA vaccine pNP	VO_0004499		
Influenza virus DNA vaccine pCMVH5HA	VO_0004500		
Influenza virus DNA vaccine p-Beta-actinH7HA	VO_0004501		
Influenza virus DNA vaccine pCAGGoptiHA	VO_0004502		
Influenza virus DNA vaccine pCAGGHA	VO_0004503		
Avian influenza DNA vaccine pCMV-M	VO_0004504		
Avian influenza virus DNA vaccine pCMV-HA	VO_0004505		
PRRSV DNA vaccine pCA-U-optiGP5	VO_0004506		
PRRSV DNA vaccine pIRESorf5/IFN-Gamma	VO_0004507		
PRRSV DNA vaccine pIRESorf5/IL-2	VO_0004508		
PRRSV DNA vaccine pIRESorf7/IL-2	VO_0004509		
PRRSV DNA vaccine pCI-ORF5/ORF6	VO_0004510		
Chinese S. japonicum DNA vaccine SjC23-Hsp70	VO_0004511		
Chinese S. japonicum DNA vaccine SjC23	VO_0004512		
B. burgdorferi DNA vaccine encoding strain B31 OspA	VO_0004513		
DNA vaccine expressing the E2 protein	VO_0004514		
pCgap DNA vaccine encoding glyceraldehyde-3-phosphate dehydrogenase	VO_0004515		
DNA vaccine expressing PspA	VO_0004516		
PsaA DNA Vaccine	VO_0004517		
B16 melanoma DNA vaccine pSin-mTRP-1	VO_0004518		
Herpes Simplex Virus Type 1 DNA Vaccine pRSC-gD-IL-21	VO_0004519		
Herpes Simplex Virus Type 1 DNA Vaccine encoding 5gP	VO_0004520		
Herpes Simplex Virus 2 DNA Vaccine Vaxfectin-gD2	VO_0004521		
Herpes Simplex Virus 2 DNA Vaccine encoding gD	VO_0004522		
Herpes Simplex Virus 2 DNA Vaccine encoding gD with CD40L	VO_0004523		
Classical Swine Fever Virus DNA Vaccine pcDNA/E2 with TRIF	VO_0004524		
Avian pneumovirus DNA Vaccine expressing the F gene	VO_0004525		
Murine cytomegalovirus DNA vaccine pgM-pgN	VO_0004526		
E. maxima DNA vaccine pcDNA-Gam56	VO_0004527		
T. gondii DNA vaccine pVAX-TgMIC13	VO_0004528		
Hepatitis D DNA vaccine pcDNA3p27/Ad5F35p27	VO_0004529		
L. major DNA vaccine pcLACK + IL-22	VO_0004530		
T. gondii DNA vaccine ROP8-pVAX-1	VO_0004531		
T. cruzi DNA vaccine encoding TSA-1 and Tc24	VO_0004532		
IBDV DNA vaccine pCAGoptiVP2/rVP2	VO_0004533		
IBDV DNA vaccine pCAGVP243-IL-18	VO_0004534		
IBV DNA vaccine pVAX1-16S1/M/N	VO_0004535		
P. multocida DNA vaccine pcDNA-OMPH + pcDNA-OMPA	VO_0004536		
P. multocida DNA vaccine pcDNA-OMPH/OMPA	VO_0004537		
BVDV DNA vaccine encoding E2	VO_0004538		
E. rhusiopathiae DNA vaccine pcD-ACSC	VO_0004539		
M. avium DNA vaccine DNA-Av35/p2AIL12	VO_0004540		
S. aureus DNA vaccine pClfaSrtD13	VO_0004541		
S. aureus DNA vaccine encoding Efb, FnbpA, ClfA, Cna	VO_0004542		
B. anthracis DNA Vaccine expressing PA	VO_0004543		
A. pleuropneumoniae DNA vaccine pcDNA-apxIA/pcDNA-apxIIA	VO_0004544		
B. pertussis DNA vaccine pcDNA/S1	VO_0004545		
B. abortus DNA vaccine pVF278	VO_0004546		
Dengue Virus DNA Vaccine expressing prM/E proteins	VO_0004547		
Dengue Virus DNA Vaccine D1ME-VRP	VO_0004548		
Dengue Virus DNA Vaccine encoding NS1	VO_0004549		
Feline immunodeficiency virus recombinant vector vaccine FIV-Delta-RT	VO_0004550		
Foot-and-Mouth Disease Virus DNA Vaccine pSinCMV-Vac-MEG990	VO_0004551		
Foot-and-Mouth Disease Virus Cationic Microparticle-coated DNA Vaccine	VO_0004552		
FMDV DNA Vaccine encoding P1 and non-structural proteins 2A, 3C, and 3D	VO_0004553		
C. trachomatis DNA vaccine pWRG7079::MOMP	VO_0004554		
C. pneumoniae DNA vaccine pHSP-60	VO_0004555		
E. tarda DNA vaccine pCE18	VO_0004556		
E. tarda DNA vaccine pCE6	VO_0004557		
E. tarda DNA vaccine pCEsa1	VO_0004558		
H. pylori DNA vaccine poipA	VO_0004559		
H. pylori DNA vaccine pcDNA3.1-hspA	VO_0004560		
H. pylori DNA vaccine pcDNA3.1-hspB	VO_0004561		
Leptospira interrogans DNA vaccine ompL1-pcDNA3.1(+)	VO_0004562		
Leptospira interrogans DNA vaccine pTARGET/ LigBrep	VO_0004563		
SIV recombinant vector vaccine rAd5/rLCMV	VO_0004564		
Laryngotracheitis DNA Vaccine encoding gB	VO_0004565		
Marburg virus recombinant vector vaccine MBGV GP/MBGV NP	VO_0004566		
H. rhabdovirus DNA Vaccine encoding N and G	VO_0004567		
Influenza virus DNA vaccine M2-DNA/M2-Ad	VO_0004568		
N. meningitidis DNA vaccine P3A	VO_0004569		
P. aeruginosa DNA vaccine pGACAG-OprF/OprI	VO_0004570		
P. aeruginosa DNA vaccine pGACAG-PcrV	VO_0004571		
P. aeruginosa DNA vaccine pGACAG-OprF/OprI + pGACAG-PcrV + pGACAG-PilA	VO_0004572		
Y. pestis DNA vaccine YscF-2	VO_0004573		
BRSV DNA vaccine VCL-Fb	VO_0004574		
Duck hepatitis virus 1 DNA vaccine pSCA/VP1	VO_0004575		
Hantavirus DNA vaccine pWRG/HTN-M	VO_0004576		
RHDV DNA vaccine pcDNA-VP60	VO_0004577		
HSV 2 DNA vaccine pVAX-HSV-2gD-HSP70	VO_0004578		
HRSV DNA vaccine DRF-412	VO_0004579		
HRSV DNA vaccine pND-G	VO_0004580		
IBV DNA vaccine pVAX1-N	VO_0004581		
IBV DNA vaccine pVAX-S1 with GM-CSF adjuvant	VO_0004582		
H. rhabdovirus DNA Vaccine encoding G	VO_0004583		
Infectious Bronchitis Virus DNA Vaccine encoding S1, N, and M	VO_0004584		
Infectious Bursal Disease Virus DNA Vaccine expressing VP2	VO_0004585		
Japanese encephalitis virus DNA Vaccine P-JEV	VO_0004586		
Japanese encephalitis virus DNA Vaccine pCJ-3/E encoding E	VO_0004587		
REV DNA vaccine VP22/gag and VP22/env	VO_0004588		
P. yoelii DNA vaccine pDIP/PyCSP. 1	VO_0004589		
P. yoelii DNA vaccine encoding PySSP2	VO_0004590		
P. berghei DNA vaccine encoding PbCSP	VO_0004591		
P. yoelii DNA vaccine pPyHsp60-VR1012	VO_0004592		
P. yoelii DNA vaccine encoding MSP1	VO_0004593		
P. berghei DNA vaccine CSP-3p28	VO_0004594		
P. knowlesi DNA vaccine encoding PkCSP, PkSSP2, PkAMA1, and PkMSP1p42	VO_0004595		
SHIV DNA vaccine encoding env and gag	VO_0004596		
SHIV(Ba-L) DNA vaccine encoding env and gag	VO_0004597		
GSK1437173A	VO_0004598		
Human cytomegalovirus DNA vaccine pcGB	VO_0004599		
rBCG-SIVgag and rDIsSIVgag Prime-boost SHIV vaccine	VO_0004600		
S. pneumoniae pspA-rBCG Vector Vaccine	VO_0004601		
T. gondii recombinant vaccine vector rBCGpMV361-TgCyP	VO_0004602		
AE-Poxine	VO_0004603		
autologous TriMix-DC melanoma vaccine	VO_0004604		
SL3261 expressing T. spiralis Ag30	VO_0004605		
Aeromonas hydrophila LSA34 vector vaccine WED/pUTDgap	VO_0004606		
Actinobacillus pleuropneumoniae HS93Tox-/pIG-T1K vectored vaccine	VO_0004607		
Bordetella pertussis BPZE vectored vaccine	VO_0004608		
pCR3.1-VS-HSP65-TP-GRP6-M2	VO_0004609		
SRL172	VO_0004610		
VMCL	VO_0004611		
Newcastle disease virus lysate	VO_0004612		
smallpox vaccine	VO_0004613		
mRNA-Electroporated Dendritic Cells	VO_0004614		
pcDNA3-MCC/ST	VO_0004615		
Multivalent immunotherapeutic vaccine	VO_0004616		
short overlapping peptides and full-length recombinant protein	VO_0004617		
BCG-DHTM	VO_0004618		
rSPV-PCV2-cap	VO_0004619		
vFP89-H5	VO_0004620		
vNDV-H5	VO_0004621		
fp-IBD1	VO_0004622		
rDEV-re6 (H5)	VO_0004623		
FPV-LT vaccine	VO_0004624		
rFPV-IBDV-VP2	VO_0004625		
LT-BCG- Ag85B /Rv3425	VO_0004626		
L. T -PpSP15	VO_0004627		
A2-CPA-CPB(-CTE)-recombinant L. tarentolae	VO_0004628		
L. T -HIV-1 Gag	VO_0004629		
AdC68- rabies virus glycoprotein	VO_0004630		
rAd-GP (Ebola virus)	VO_0004631		
HVT-ND	VO_0004632		
rHVT-H5	VO_0004633		
rHVT-H5 (clade 2.2 H5N1 HPAIV)	VO_0004634		
rSPV-MRP (Streptococcus suis)	VO_0004635		
rSPV-HA1 (Swine influenza virus H1N1)	VO_0004636		
HS93Tox-/pIG-T1K	VO_0004637		
ALVAC-SIV/gp120	VO_0004638		
ALVAC-rabies	VO_0004639		
E. coli-CPPs (Edwardsiella tarda)	VO_0004640		
CAdVax-ZEBOV/SEBOV	VO_0004641		
CAdVax-RVFV glycoprotein	VO_0004642		
CAdVax-Den12/Den34	VO_0004643		
CAdVax-Filoviruses (Ebola )	VO_0004644		
CAdVa-Filoviruses (EbMarburg viruses)	VO_0004645		
cAdVaxM(fus)	VO_0004646		
cAdVax-based bivalent ebola virus vaccine (Sudan and Zaire species)	VO_0004647		
RB51-SRS2	VO_0004648		
RB51--MIC3/GRA6/MIC1/SRS2	VO_0004649		
BPZE1- FHA (H1N1/PR8 influenza A virus)	VO_0004650		
BV-RVG/RVG	VO_0004651		
BV-Dual-S1	VO_0004652		
AcHERV-sH1N1-HA	VO_0004653		
BV-H5/H7/H9	VO_0004654		
BacMam-sHAPQ	VO_0004655		
rBCGpMV361-TgCyP	VO_0004656		
rBCG -Stx2B (Escherichia coli )	VO_0004657		
rDEV-us78HA	VO_0004658		
VSV-DeltaG-H5 (H5N1)	VO_0004659		
rVSV-EBOV	VO_0004660		
rVSV- SEBOV-GP and -VP40	VO_0004661		
rVSVDeltaG-ANDV-GPC	VO_0004662		
rMVA-GnGc (Rift Valley fever virus)	VO_0004663		
rMVA-SIV-CD40L	VO_0004664		
rMVA-CCHF	VO_0004665		
MVA-CHIKV	VO_0004666		
MVTT-HA-QH	VO_0004667		
S. gordonii -M6-Sj-F1	VO_0004668		
Streptococcus gordonii-TTFC	VO_0004669		
S. gordonii-PT	VO_0004670		
SL3261-L. major	VO_0004671		
SL3261-L. donovani	VO_0004672		
SL3261-GFP expression and mIL-12 gene integration	VO_0004673		
SL3261-P. aeruginosa serogroup O11 O antigen	VO_0004674		
SL3261- UreA and UreB	VO_0004675		
SL3261 expressing streptococcal M protein	VO_0004676		
Schmidt-Ruppin Rous sarcoma virus-H7 (H7N7)	VO_0004677		
RBD-rAAV-SARS-CoV	VO_0004678		
RBD-rAAV-SARS-CoV prime/RBD-specific T cell peptide boost	VO_0004679		
rNDV-ILTV-gD	VO_0004680		
rNDV-H5	VO_0004681		
rNDV-H5 ( HPAI H5N1 challenge in mule ducks)	VO_0004682		
rNDV-H6	VO_0004683		
rAPMV3-F (newcastle disease)	VO_0004684		
BoHV-4-A-gD(cp)gD(106)DeltaTK	VO_0004685		
BoHV-4-A-IgK-VP2gD	VO_0004686		
HSVT[VP7/6/2]	VO_0004687		
M. S- H. pylori -opm26	VO_0004688		
M.S-Delta-esx-3-IKEPLUS (M. tuberculosis)	VO_0004689		
YF17D- HIV-1 p24	VO_0004690		
RCN-HA (H5N1)	VO_0004691		
RCN-F1-V (Yersinia pestis F1 and V)	VO_0004692		
RCN-rabies-G	VO_0004693		
RCN-IRES-tPA-YpF1( Yersinia pestis)	VO_0004694		
PAV3-HA (H5N1)	VO_0004695		
PAV3-HA (A/Hanoi/30408/2005 H5N1)	VO_0004696		
rAd-P97c	VO_0004697		
PrV-HA (swine-origin H1N1)	VO_0004698		
PrV-PCV2-ORF2	VO_0004699		
rAdV-SFV-E2	VO_0004700		
Typhi strain Ty21a-LPS-Shigella	VO_0004701		
Typhi strain Ty21a-PA (Bacillus anthracis)	VO_0004702		
Ty21a-O-Ps (Shigella dysenteriae )	VO_0004703		
SabRV-SIV	VO_0004704		
Poliovirus vector expressing model antigen H2-Kb-restricted CTL epitope	VO_0004705		
SG33-VP2/5	VO_0004706		
Myxoma-FCV	VO_0004707		
Maraba virus MG1	VO_0004708		
rvOka-HN (mumps virus)	VO_0004709		
rOka-gD2- HSV-2	VO_0004710		
rMV- SARS-CoV -S/Ssol	VO_0004711		
rMV- WNV	VO_0004712		
rMeV- SCD	VO_0004713		
rMV-Ed-G	VO_0004714		
rLAG- PA-DCpep	VO_0004715		
rMCMV-TRP2	VO_0004716		
rCMV- EBOV	VO_0004717		
rCMV-TT	VO_0004718		
CVB4/p24(73(3))	VO_0004719		
rVCG- Chlamydia-cholera	VO_0004720		
CVD 103-HgR- REPEC	VO_0004721		
rVCG- MOMP/HSV-2-gD	VO_0004722		
pRP-RSV-HSV-1-gB	VO_0004723		
RSV-H7	VO_0004724		
ALVAC-AHSV	VO_0004725		
ALVAC-BTV-VP2/VP5	VO_0004726		
ALVAC-HIV-2	VO_0004727		
ALVAC-RV	VO_0004728		
FP-AI-H5(H5N1)	VO_0004729		
ALVAC-AI-H5(H5N1)	VO_0004730		
ALVAC-WNV-prM/E	VO_0004731		
ALVAC-BTV-CP(VP2/VP5)	VO_0004732		
ALVAC-NiV-G	VO_0004733		
ALVAC-NiV-F	VO_0004734		
ALVAC-EIV (equine influenza virus H3N8)	VO_0004735		
ALVAC-WNV-PrM/E (dogs and cats)	VO_0004736		
ALVAC-HIV-2- env/gag/pol	VO_0004737		
ALVAC-RHDV (vCP309)	VO_0004738		
ALVAC-P53	VO_0004739		
ALVAC-FL- env/gag	VO_0004740		
ALVAC-MV-HA/F	VO_0004741		
FP-IBDV-VP2	VO_0004742		
rFPV-AI-H5A-IL6	VO_0004743		
rFPV-ILTV	VO_0004744		
vFP89-HA (H5N1 HPAI virus)	VO_0004745		
rFPV-H5AI-L2	VO_0004746		
ALVAC-AI-H5	VO_0004747		
rPFV-CSFV-E0	VO_0004748		
rMDV-IBDV-VP2	VO_0004749		
rFPV-IBDV-VP 2.4.3	VO_0004750		
rFPV-NDV-H/F	VO_0004751		
rFP-RPV-H/F	VO_0004752		
Ac-CMV-S1 (infectious bronchitis virus)	VO_0004753		
BV-GD-ORF2	VO_0004754		
rSPV/H3-2A-H1	VO_0004755		
HVT-ILT(FC-126 strain)	VO_0004756		
rBCG-Ag85A/Ag85B	VO_0004757		
rMVA- AHS-VP2	VO_0004758		
rMVTT-HA-QH (H5N1)	VO_0004759		
rMVTT-SIV-gpe	VO_0004760		
rMVTT- HPV16-E6/E7	VO_0004761		
rLSDV-Rabies-gP	VO_0004762		
rLSDV-RPV	VO_0004763		
MG1-hDCT	VO_0004764		
rORFV-D1701-V-HAh5n (H5N1)	VO_0004765		
rORFV-RabG	VO_0004766		
rORFV-RHDV-VP60	VO_0004767		
rORFV-CSFV-E2	VO_0004768		
rORFV-p40(Borna disease virus)	VO_0004769		
rORFV-PRV-gC/gD	VO_0004770		
NYVAC-EHV-1- vP1014	VO_0004771		
NYVAC- CDV-H/F	VO_0004772		
ALVAC- CDV-H/F	VO_0004773		
NYVAC-HIV-1	VO_0004774		
NYVAC-HIV-2	VO_0004775		
NYVAC-JEV	VO_0004776		
ALVAC-JEV	VO_0004777		
NYVAC-PRV- gII/ gp50	VO_0004778		
NYVAC-SIV	VO_0004779		
NYVAC-JEV- prM/E/ NS1	VO_0004780		
VC-TetC/Tcf	VO_0004781		
rAdV-SjTPI.opt	VO_0004782		
rPIV5-H3 (influenza virus)	VO_0004783		
rVEE-HA(H1N1)	VO_0004784		
rS.C-APP-ApxI/ApxII	VO_0004785		
rS.C-APP-ApxIIA	VO_0004786		
dVV-HA5(H5N1)	VO_0004787		
rCPV-BTV-Cpox	VO_0004788		
rBCG-SIVgag	VO_0004789		
rBCG-S1PT	VO_0004790		
rBCGMSP1-15	VO_0004791		
rMVA-SIV-CD40L	VO_0004792		
HVT-LT	VO_0004793		
NYVAC-Pf7	VO_0004794		
Toxminus-PLD toxoid	VO_0004795		
MVA-PvTRAP	VO_0004796		
ChAd63 -PvTRAP	VO_0004797		
NILV-Py CSP	VO_0004798		
SAd-ME.TRAP	VO_0004799		
NYVAC-CSP (malaria)	VO_0004800		
BDES-PfCSP (baculovirus dual expression system)	VO_0004801		
HDAd-sFsyn	VO_0004802		
LM1-2-E7	VO_0004803		
BL21(DE3)/pUTa-E + pET28a-FT	VO_0004804		
rVEE-Ebola-NP	VO_0004805		
M. bovis DNA vaccine pCI-Ag85B	VO_0004806		
Bacillus Calmette-Guérin Danish (BCG)	VO_0004807		
APSV Wetvax	VO_0004808		
2008-2009 trivalent influenza vaccine	VO_0004809		A/Brisbane/59/2007(H1N1), A/Brisbane/10/2007(H3N2), B/Florida/4/2006; Sanofi-Pasteur
2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)	VO_0004810		
Recombinant Aeromonas hydrophila vaccine (Aera)	VO_0004811		
C-KCE (vBAC-C-KCE)	VO_0004812		
v2RVFH	VO_0004813		
